metric0,metric1,metric2,incident,t
0.1543663494309324,0.0574625121305439,1.6795596549992444,0,0
0.3370590121361836,0.5865801871448296,-0.7963725343347192,0,1
0.1615981251859953,0.17639040519956342,0.14810112432564737,0,2
0.46314207344456354,0.6770817584293342,-0.6167740062869598,0,3
0.534522999756972,0.371697663674563,-0.00785367553816202,0,4
0.2026657665371555,0.16345019503321292,0.012077220613010697,0,5
0.3779379498695093,0.7518772617858995,0.7801605879052711,0,6
0.4496522676591733,0.42855372964327504,0.8869496900135032,0,7
0.6738742627236494,0.5056492790254176,0.11741267936486355,0,8
0.7346820967628913,0.6242732736547021,0.25073522056249875,0,9
0.7089967062245572,0.7137228197327459,0.29564084849144096,0,10
0.2381867564736716,0.01602456385525497,0.6386382493805913,0,11
0.7760355353333735,0.7289166553676261,0.4773881488033537,0,12
0.6633409805607956,0.7423487435296836,0.46754544299471146,0,13
0.8083130010283786,-0.048247737621130216,0.31335669857469056,0,14
0.5787810774414205,0.7003348114657008,0.6658576105569386,0,15
0.050994968580990285,0.20555371603128558,0.33218700526129996,0,16
0.29479156657497557,0.2318296512975333,0.8835224051924077,0,17
0.30170356561357703,0.24094639934674772,0.629097501808926,0,18
0.3446882776665696,0.3062151618306702,0.3559157234124755,0,19
0.544612461669469,0.16080235780723678,0.27476649174187096,0,20
0.2766250316017073,1.1485364672317162,0.021504621318048367,0,21
-0.3473562141919415,0.7161854030308276,0.7453431035202603,0,22
0.4534019848907482,0.3660601864294839,-0.023166556957633144,0,23
0.19403520333750235,0.4302887524639699,0.44778704300682637,0,24
0.22762399866528313,0.6440693796830674,0.619424044504106,0,25
0.17598601203363928,0.5739836237800091,0.0719279203092884,0,26
0.4833947627094404,0.22077686452221718,0.10550600882769884,0,27
0.43768284788782186,0.3515876322294384,0.7237036014280035,0,28
0.3150577629876107,0.20649411081240665,0.5883799833947028,0,29
-0.7813759135693893,0.19160999468827938,0.24886738202800812,0,30
0.17986974449353643,-0.41873797264453294,0.6045477782870072,0,31
0.39419513673724327,-0.3649205407237544,0.5231139333068664,0,32
0.851776383107353,0.31647183067993123,0.5568249783946311,0,33
0.2324580519425049,0.3823910544921383,0.12822865440315426,0,34
0.19161452875407575,0.6038209379205518,0.624072261922813,0,35
0.2334553085483524,0.3935623360580963,0.09189141252834987,0,36
0.5487916986926797,0.5958620251291855,0.4085953385844183,0,37
1.2304506102627695,0.6417225991406051,0.02930085990118142,0,38
0.7975368687387744,0.1897899204119678,1.0272546744284425,0,39
0.9765570746267869,0.5823668044018676,0.7156309628647877,0,40
0.3191923184663805,1.1847491811929851,-0.01704568268136919,0,41
0.5383902299561253,1.367876147018392,0.09933375434085273,0,42
0.628975992902836,0.5176619936340481,0.25589036470111515,0,43
0.8305224963961939,0.8711504778475958,0.6683277351923789,0,44
1.4288173441336391,0.8055069042521873,0.1605497450068606,0,45
0.16380389670069706,0.2687562781175865,0.023357696737282385,0,46
0.49028086105887325,0.6246181753814023,0.05015838712113352,0,47
0.8749780578005387,1.0027704804581608,0.8872781837776815,0,48
-0.34648119242128605,0.9300571941397608,0.008561812353934384,0,49
0.4472307950763284,0.995653412623025,1.0626159303453488,0,50
0.7357698953678309,0.7933888016804796,0.8141581792625407,0,51
-0.10313966126575713,0.36461051664571537,0.5747632618776416,0,52
0.04975817685044698,0.7278265397548735,0.687999630651458,0,53
0.3557514390029154,0.0925315983936309,0.9082440458097648,0,54
